,species,location,observed_on
321,Boletus edulis,"(46.2686978532, -121.7080444166)",2023-08-18 17:18:00-07:00
322,Boletus edulis,"(46.2937188, -121.594874)",2023-08-18 16:29:00-07:00
323,Boletus edulis,"(47.0613083333, 15.8908583333)",2023-12-17 14:52:00+01:00
324,Boletus edulis,"(51.7594187207, 23.5069964826)",2023-12-17 14:50:08+01:00
325,Boletus edulis,"(49.9670559797, 16.5552645922)",2023-12-16 15:28:15+01:00
326,Boletus edulis,"(51.7584194444, 23.5100805556)",2023-12-16 13:17:03+01:00
327,Boletus edulis,"(28.357655, -16.6539766667)",2023-12-16 12:59:41+00:00
328,Boletus edulis,"(45.7370088455, 3.9999347958)",2023-12-14 13:55:03+01:00
329,Boletus edulis,"(43.054154432, -7.5011897524)",2023-12-16 12:40:12+01:00
330,Boletus edulis,"(40.56473, -111.68905)",2023-09-03 12:22:22-06:00
331,Boletus edulis,"(48.9387894167, 4.9722082778)",2008-09-27 00:00:00+02:00
332,Boletus edulis,"(-41.2985654668, 174.6949037164)",2023-12-16 17:31:56+13:00
333,Boletus edulis,"(41.0689871948, -124.1580156981)",2023-10-14 11:29:17-07:00
334,Boletus edulis,"(54.6045459237, 9.064835158)",2022-10-02 11:57:00+02:00
335,Boletus edulis,"(37.7464210782, -122.4704786168)",2023-12-15 10:46:47-08:00
336,Boletus edulis,"(56.7253721189, 41.4859499143)",2023-07-20 12:59:00+03:00
337,Boletus edulis,"(56.7256030949, 41.4855262731)",2023-07-20 12:44:00+03:00
338,Boletus edulis,"(56.7256311929, 41.4861085636)",2023-07-20 11:34:00+03:00
339,Boletus edulis,"(49.3399028681, -121.4052360406)",2019-07-20 13:58:00-07:00
340,Boletus edulis,"(50.0513268295, 9.3263276132)",2023-08-15 10:05:00+02:00
341,Boletus edulis,"(36.59457, -121.9292966667)",2023-12-13 16:08:33-08:00
342,Boletus edulis,"(36.5920100053, -121.9232631662)",2023-12-13 16:29:25-08:00
343,Boletus edulis,"(57.9132883333, -5.3723666667)",2023-09-29 14:40:07+01:00
344,Boletus edulis,"(49.2231381111, -123.1138105729)",2023-10-17 11:51:00-07:00
345,Boletus edulis,"(55.1226996566, -3.6676552172)",2023-10-03 12:26:44+01:00
346,Boletus edulis,"(40.6878848397, -124.053680047)",2023-12-10 16:32:31-08:00
347,Boletus edulis,"(40.7928403598, -124.1828412104)",2023-12-11 16:25:30-08:00
348,Boletus edulis,"(48.5940245652, 11.151552506)",2023-09-22 17:51:00+02:00
349,Boletus edulis,"(42.8316444444, -124.5487055556)",2023-12-07 20:10:21-08:00
350,Boletus edulis,"(65.0192067815, 25.6544938434)",2023-09-01 10:51:00+03:00
351,Boletus edulis,"(51.4279463889, 33.165711)",2021-10-05 15:25:00+03:00
352,Boletus edulis,"(64.9770894906, 25.744865011)",2023-09-08 10:26:00+03:00
353,Boletus edulis,"(65.058323017, 25.4713259296)",2023-08-08 09:48:00+03:00
354,Boletus edulis,"(48.2879544949, 10.7524167001)",2023-11-19 15:40:22+01:00
355,Boletus edulis,"(48.2863605028, 10.7499011233)",2023-11-19 15:33:01+01:00
356,Boletus edulis,"(48.2875611884, 10.7549101487)",2023-11-18 12:44:59+01:00
357,Boletus edulis,"(51.3235168057, 14.0942078129)",2023-12-11 14:13:28+01:00
358,Boletus edulis,"(51.5427330665, 31.1306735992)",2020-10-23 16:47:06+03:00
359,Boletus edulis,"(62.8947358942, 27.6781724766)",2023-08-07 21:30:28+03:00
360,Boletus edulis,"(39.4210254084, -123.6391733962)",2023-12-09 11:24:53-08:00
361,Boletus edulis,"(51.9317694444, 21.0500916667)",2022-10-09 13:53:00+02:00
362,Boletus edulis,"(38.3255080411, -122.897690592)",2023-12-08 17:01:56-08:00
363,Boletus edulis,"(40.68688254, -124.1628766646)",2023-12-08 16:13:00-08:00
364,Boletus edulis,"(41.3276544361, -124.0776457927)",2021-10-15 11:56:00-07:00
365,Boletus edulis,"(40.8236785931, -124.1817525029)",2023-11-18 13:58:18-08:00
366,Boletus edulis,"(43.5224785371, -5.724595148)",2023-11-19 14:26:00+01:00
367,Boletus edulis,"(45.2520089583, -80.1947017711)",2023-08-28 12:17:41-04:00
368,Boletus edulis,"(45.3597158613, -80.1610404492)",2023-08-28 12:35:20-04:00
369,Boletus edulis,"(41.1300083333, -3.2466)",2023-10-15 19:10:05+02:00
370,Boletus edulis,"(57.0262272704, 41.0782703024)",2023-07-14 13:49:00+03:00
371,Boletus edulis,"(57.0253478663, 41.0784925974)",2023-07-14 13:14:00+03:00
372,Boletus edulis,"(58.0880231935, 34.8912856355)",2023-09-11 00:00:00
373,Boletus edulis,"(38.4206633, -122.87874772)",2023-12-05 08:03:42-08:00
374,Boletus edulis,"(42.0774583333, -75.9695883333)",2023-09-22 10:23:24-04:00
375,Boletus edulis,"(47.3595263987, 16.6668446161)",2020-10-30 14:19:00+01:00
376,Boletus edulis,"(40.5092422558, 16.0600553114)",2023-12-05 17:55:42+01:00
377,Boletus edulis,"(61.0251626157, 69.0985269532)",2019-08-23 12:40:00+05:00
378,Boletus edulis,"(39.357075, -123.7781)",2023-12-02 10:17:18-08:00
379,Boletus edulis,"(56.9433818592, 33.9853142202)",2023-08-31 00:00:00
380,Boletus edulis,"(38.3993383333, -122.9000466667)",2023-12-03 16:32:59-08:00
381,Boletus edulis,"(38.5793716667, -123.3329083333)",2023-12-04 13:01:21-08:00
382,Boletus edulis,"(39.3109694444, -123.7599277778)",2023-12-02 14:08:00-08:00
383,Boletus edulis,"(44.2481336836, 7.7814310044)",2023-08-18 00:00:00
384,Boletus edulis,"(38.5921542039, 16.2705060853)",2023-12-04 10:50:17+01:00
385,Boletus edulis,"(41.6366585278, 23.5106696667)",2020-08-23 11:48:21+03:00
386,Boletus edulis,"(60.9934575443, 68.992590432)",2019-07-23 14:26:00+05:00
387,Boletus edulis,"(41.6031347126, -77.1604551173)",2023-09-28 17:25:02-04:00
388,Boletus edulis,"(40.8761212972, -124.052283589)",2023-11-23 15:46:00-08:00
389,Boletus edulis,"(41.6366585278, 23.5106696667)",2020-08-23 11:48:21+03:00
390,Boletus edulis,"(42.3726378227, 2.3587718233)",2023-10-08 10:19:12+02:00
391,Boletus edulis,"(38.5663866667, -123.3238)",2023-12-02 15:35:37-08:00
392,Boletus edulis,"(37.0198971667, -122.0806195)",2023-12-02 10:57:51-08:00
393,Boletus edulis,"(46.026637124, -123.918625101)",2023-12-01 20:45:00-08:00
394,Boletus edulis,"(60.0235732787, 56.2425790568)",2015-07-24 18:08:00+05:00
395,Boletus edulis,"(60.023447, 56.240159)",2015-07-24 18:01:00+05:00
396,Boletus edulis,"(43.1231029895, 141.2919388843)",2023-08-04 18:39:02+09:00
397,Boletus edulis,"(42.9661038474, 141.2536327087)",2022-07-04 13:10:00+09:00
398,Boletus edulis,"(41.0276816417, -124.1615100517)",2023-10-22 11:47:09-07:00
399,Boletus edulis,"(52.1010387379, 5.2753916159)",2023-10-02 09:49:00+02:00
400,Boletus edulis,"(37.5772428695, -122.5410028585)",2023-11-28 14:22:00-08:00
401,Boletus edulis,"(36.8899417706, -122.045852567)",2023-11-28 14:24:08-08:00
402,Boletus edulis,"(42.9799601861, -2.8589028865)",2020-10-15 11:24:28+02:00
403,Boletus edulis,"(59.9464179, 23.0808968997)",2023-08-08 17:15:00+03:00
404,Boletus edulis,"(59.9509656997, 23.0125895)",2023-08-07 13:02:00+03:00
405,Boletus edulis,"(37.1006314678, -122.0139887641)",2023-11-30 16:06:29-08:00
406,Boletus edulis,"(45.9360507535, -121.8213243588)",2023-10-12 12:39:01-07:00
407,Boletus edulis,"(48.4743020529, 23.7332642823)",2023-09-15 15:02:29+03:00
408,Boletus edulis,"(55.9096218997, 35.6010518)",2020-07-16 15:44:09+03:00
409,Boletus edulis,"(55.9743690278, 35.5843353056)",2020-07-18 15:59:03+03:00
410,Boletus edulis,"(42.90745122, -2.24296571)",2023-11-29 11:57:41+01:00
411,Boletus edulis,"(51.1685218611, 15.0307464444)",2023-11-25 14:08:19+01:00
412,Boletus edulis,"(44.5581930236, -116.0667435452)",2023-10-01 15:28:00-06:00
413,Boletus edulis,"(46.7025357778, 13.3100820333)",2017-09-02 14:53:55+02:00
414,Boletus edulis,"(45.8154723, 8.6221368)",2023-11-28 11:15:17+01:00
415,Boletus edulis,"(46.2048216667, -123.996605)",2023-11-28 11:11:10-08:00
416,Boletus edulis,"(46.4499473951, -124.0358327136)",2023-11-26 13:15:42-08:00
417,Boletus edulis,"(43.663411, 2.349088)",2023-11-22 11:10:00+01:00
418,Boletus edulis,"(53.1057477779, 8.8525353)",2023-11-28 09:48:31+01:00
419,Boletus edulis,"(-41.2922669934, 174.7787462175)",2022-05-08 00:00:00
420,Boletus edulis,"(38.9399375359, -123.593470961)",2023-11-25 16:41:48-08:00
421,Boletus edulis,"(55.7007777778, 25.2396861111)",2017-08-13 13:22:00+03:00
422,Boletus edulis,"(52.105025, 13.6916616667)",2023-11-22 12:37:12+01:00
423,Boletus edulis,"(48.3836417706, -124.7229710306)",2023-10-30 13:48:00-07:00
424,Boletus edulis,"(48.3843287956, -124.7211682253)",2023-10-30 12:57:00-07:00
425,Boletus edulis,"(49.2774258106, 7.1118993312)",2023-11-21 12:32:54+01:00
426,Boletus edulis,"(43.3738366667, -124.2950216667)",2023-11-21 16:51:08-08:00
427,Boletus edulis,"(49.1315305, 4.0852471667)",2023-11-26 12:35:16+01:00
428,Boletus edulis,"(52.6521033333, 13.908775)",2023-11-25 13:19:08+01:00
429,Boletus edulis,"(43.2392100144, -124.3133885308)",2023-11-15 13:42:47-08:00
430,Boletus edulis,"(48.5190184139, -3.3550052753)",2023-11-19 15:47:00+01:00
431,Boletus edulis,"(50.0604221667, 14.0478721667)",2023-11-23 14:30:21+01:00
432,Boletus edulis,"(46.29507, -124.066825)",2023-11-25 08:50:47-08:00
433,Boletus edulis,"(51.7594187207, 23.5069964826)",2019-11-09 11:06:28+01:00
434,Boletus edulis,"(51.7594187207, 23.5069964826)",2019-11-02 10:20:00+01:00
435,Boletus edulis,"(49.2430464826, 8.5462015495)",2023-11-25 15:44:16+01:00
436,Boletus edulis,"(51.4884569, 5.4392472)",2023-11-25 15:19:29+01:00
437,Boletus edulis,"(45.7442966749, 23.4522054639)",2023-08-17 13:41:00+03:00
438,Boletus edulis,"(43.3620778, -5.0817781)",2023-11-23 12:05:00+01:00
439,Boletus edulis,"(43.3287924069, -4.4916798686)",2023-11-24 11:57:49+01:00
440,Boletus edulis,"(51.8461699043, 0.9230666176)",2023-11-24 08:20:41+00:00
441,Boletus edulis,"(52.761105, 13.9929416667)",2023-11-23 13:00:35+01:00
442,Boletus edulis,"(51.0723249722, 13.786702)",2023-11-22 14:11:31+01:00
443,Boletus edulis,"(57.283718276, 25.1855798811)",2023-09-17 17:41:43+03:00
444,Boletus edulis,"(45.2565416667, -122.6732055556)",2023-11-22 15:31:28-08:00
445,Boletus edulis,"(39.5130588201, -123.7038955207)",2023-11-21 12:00:17-08:00
446,Boletus edulis,"(37.007198, -122.0606879722)",2023-11-22 11:24:41-08:00
447,Boletus edulis,"(50.7749395838, 25.9301015545)",2023-11-04 13:10:00+02:00
448,Boletus edulis,"(45.4854331252, -123.974984698)",2023-11-11 13:41:35-08:00
449,Boletus edulis,"(65.0421941771, 24.5719071736)",2023-08-18 12:35:00+03:00
450,Boletus edulis,"(57.9214912, 59.9816186)",2023-07-25 09:37:00+05:00
451,Boletus edulis,"(57.9214912, 59.9816186)",2023-07-22 09:43:00+05:00
452,Boletus edulis,"(46.92411936, 15.85757717)",2023-11-22 10:41:58+01:00
453,Boletus edulis,"(37.8683758412, -122.5295657786)",2023-11-21 09:58:46-08:00
454,Boletus edulis,"(45.0473333333, -123.99243)",2023-11-11 13:58:20-08:00
455,Boletus edulis,"(52.2961631187, 10.62799763)",2023-11-21 11:14:00+01:00
456,Boletus edulis,"(52.2961697473, 10.6280056766)",2023-11-21 11:14:00+01:00
457,Boletus edulis,"(52.27769609, 6.1837631464)",2023-11-21 12:27:39+01:00
458,Boletus edulis,"(51.3703274477, 14.1972399714)",2023-11-21 15:08:40+01:00
459,Boletus edulis,"(48.2803683928, 16.1965067269)",2023-11-21 14:36:54+01:00
460,Boletus edulis,"(45.0845721667, -117.3844966667)",2023-08-20 09:14:27-07:00
461,Boletus edulis,"(50.8299461821, 7.1796706231)",2023-11-18 14:48:00+01:00
462,Boletus edulis,"(48.22878098, 16.117794154)",2023-11-21 08:32:31+01:00
463,Boletus edulis,"(51.8894655223, 5.7635032756)",2023-11-17 16:52:00+01:00
464,Boletus edulis,"(39.2795073786, -123.6414050218)",2023-11-19 09:05:16-08:00
465,Boletus edulis,"(57.61043, 40.03346)",2023-09-25 09:39:00+03:00
466,Boletus edulis,"(44.5777362671, -123.2326011505)",2023-11-13 15:54:18-08:00
467,Boletus edulis,"(42.1980083333, -124.3719866667)",2023-11-17 11:10:47-08:00
468,Boletus edulis,"(44.4515509724, -121.9990736704)",2023-10-15 13:07:00-07:00
469,Boletus edulis,"(47.4490371154, -122.4710342288)",2023-11-19 16:21:48-08:00
470,Boletus edulis,"(43.1536515, -1.6116855833)",2023-11-19 11:59:00+01:00
471,Boletus edulis,"(46.9485104403, 16.1039422272)",2023-11-16 14:53:00+01:00
472,Boletus edulis,,2023-10-06 07:49:57+01:00
473,Boletus edulis,"(51.1632888333, -3.2675133333)",2023-10-06 07:48:54+01:00
474,Boletus edulis,"(54.1998169742, 28.4605804971)",2005-10-14 14:12:00+03:00
475,Boletus edulis,"(43.2197435805, -1.8932824954)",2023-11-16 11:44:19+01:00
476,Boletus edulis,"(49.17939, 2.6050566667)",2023-11-19 10:00:00+01:00
477,Boletus edulis,"(39.5383466667, -8.125028)",2023-11-19 11:38:32+00:00
478,Boletus edulis,"(39.5383016667, -8.125008)",2023-11-19 11:39:21+00:00
479,Boletus edulis,"(39.5383316667, -8.124968)",2023-11-19 11:37:38+00:00
480,Boletus edulis,"(39.5384116667, -8.124933)",2023-11-19 11:36:40+00:00
481,Boletus edulis,"(51.1321805556, -3.1999527778)",2023-11-18 11:24:51+00:00
482,Boletus edulis,"(48.7929881052, 2.0979980752)",2023-11-18 16:37:00+01:00
483,Boletus edulis,"(48.7929881052, 2.0979980752)",2023-11-18 16:32:00+01:00
484,Boletus edulis,"(45.4868766036, -122.5723097473)",2023-11-17 18:16:25-08:00
485,Boletus edulis,"(42.6995291226, -2.4321379513)",2023-11-18 10:21:00+01:00
486,Boletus edulis,"(53.7847611111, 88.1674888889)",2023-07-28 11:41:00+07:00
487,Boletus edulis,"(48.36948515, 16.0845275755)",2023-11-19 10:07:00+01:00
488,Boletus edulis,"(46.0867969722, 14.446502)",2023-11-18 15:36:59+01:00
489,Boletus edulis,"(42.053815685, -124.1283074766)",2023-10-12 11:52:10-07:00
490,Boletus edulis,"(46.1993713, -123.9790651)",2023-11-15 09:11:00-08:00
491,Boletus edulis,"(50.8594475899, -1.5893546674)",2021-10-15 05:42:00+01:00
492,Boletus edulis,"(48.4015198773, 10.3909313679)",2023-11-18 14:04:54+01:00
493,Boletus edulis,"(53.1718966667, 6.59938)",2023-11-08 14:53:50+01:00
494,Boletus edulis,,2023-11-18 12:17:51+01:00
495,Boletus edulis,"(40.89421516, -8.23890337)",2023-11-18 16:05:42+00:00
496,Boletus edulis,"(48.5920805556, 8.9113083333)",2023-11-18 16:36:10+01:00
497,Boletus edulis,"(53.1719633333, 6.599545)",2023-11-08 14:53:10+01:00
498,Boletus edulis,"(51.3056640267, 14.1569938842)",2023-11-18 14:10:19+01:00
499,Boletus edulis,"(51.5054328128, 7.3093414413)",2023-11-18 13:13:00+01:00
500,Boletus edulis,"(45.9550027778, -121.7517388889)",2023-10-08 12:34:00-07:00
501,Boletus edulis,"(48.3206848555, 16.1746636837)",2023-11-18 08:06:44+01:00
502,Boletus edulis,"(48.3276180013, 16.1429648112)",2023-11-18 08:01:10+01:00
503,Boletus edulis,"(50.2575416997, 6.8316394997)",2022-10-09 15:03:42+02:00
504,Boletus edulis,"(56.3086822197, 30.5540239161)",2023-09-03 18:00:00+03:00
505,Boletus edulis,"(56.3088381281, 30.5542125164)",2023-09-03 17:54:00+03:00
506,Boletus edulis,"(56.3087826832, 30.5553050325)",2023-09-03 17:36:00+03:00
507,Boletus edulis,"(56.3089658812, 30.5558095382)",2023-09-03 17:25:00+03:00
508,Boletus edulis,"(44.4705973, 8.6628699)",2023-11-17 15:22:59+01:00
509,Boletus edulis,"(43.0818405273, 1.1811620104)",2023-11-17 12:43:00+01:00
510,Boletus edulis,"(43.0861013219, 1.1489564709)",2023-11-17 10:49:00+01:00
511,Boletus edulis,"(43.0862564595, 1.1457773452)",2023-11-17 11:48:00+01:00
512,Boletus edulis,"(43.0785191971, 1.1054561589)",2023-11-17 10:37:00+01:00
513,Boletus edulis,"(43.0796636717, 1.1028954902)",2023-11-17 10:07:00+01:00
514,Boletus edulis,"(51.7934645942, 5.9239170441)",2023-11-17 13:59:00+01:00
515,Boletus edulis,"(46.527745, 4.7121916667)",2023-11-17 15:46:42+01:00
516,Boletus edulis,"(48.2674275408, 16.1744977499)",2023-11-17 15:30:34+01:00
517,Boletus edulis,"(48.3079184942, 16.1462759538)",2023-11-17 15:12:27+01:00
518,Boletus edulis,"(48.3585122181, 16.057459434)",2023-11-17 14:51:33+01:00
519,Boletus edulis,"(48.2620661537, 16.0436428659)",2023-11-17 14:48:55+01:00
520,Boletus edulis,"(44.052836397, -123.16113088)",2023-11-15 14:54:32-08:00
521,Boletus edulis,"(50.6954109972, -2.0962718331)",2023-11-16 15:45:47+00:00
522,Boletus edulis,"(55.6230093088, 11.6685389355)",2023-11-16 12:19:05+01:00
523,Boletus edulis,"(51.295795, 1.034425)",2023-11-16 13:52:43+00:00
524,Boletus edulis,"(55.6664064637, -2.2778817639)",2023-11-16 12:37:47+00:00
525,Boletus edulis,"(53.5350303373, 56.6083424053)",2023-09-27 11:50:00+05:00
526,Boletus edulis,"(28.0502059505, -15.575090535)",2023-11-09 10:20:00+00:00
527,Boletus edulis,"(46.7217221486, 15.1663761031)",2023-11-16 10:31:35+01:00
528,Boletus edulis,"(40.7133716667, -124.1869883333)",2023-11-15 14:20:41-08:00
529,Boletus edulis,"(55.466633, 40.231842)",2022-09-02 09:47:00+03:00
530,Boletus edulis,"(48.6078330095, -122.5168298141)",2023-11-14 10:47:30-08:00
531,Boletus edulis,"(40.8762966667, -124.0739833333)",2023-11-15 16:30:23-08:00
532,Boletus edulis,"(65.636112835, 44.43777342)",2023-09-08 17:33:00+03:00
533,Boletus edulis,"(45.2269480681, -1.1264064455)",2023-11-15 14:58:00+01:00
534,Boletus edulis,"(40.7208342697, -4.1730830313)",2023-10-07 13:23:46+02:00
535,Boletus edulis,"(-29.4475013, -50.5815754)",2023-07-09 15:19:00-03:00
536,Boletus edulis,"(45.2358826245, -1.1077086169)",2023-11-15 13:38:00+01:00
537,Boletus edulis,"(52.9985337555, 13.1585311358)",2023-11-12 11:57:01+01:00
538,Boletus edulis,"(53.5763290339, 14.8414155096)",2023-11-11 14:17:50+01:00
539,Boletus edulis,"(52.7799102915, 13.4562472483)",2023-11-11 14:31:40+01:00
540,Boletus edulis,"(43.3234436088, -124.1947390432)",2023-11-14 16:46:28-08:00
541,Boletus edulis,"(45.7416320181, 1.5816753596)",2023-11-15 16:28:40+01:00
542,Boletus edulis,"(41.1665153503, -8.6069631575)",2023-11-15 09:25:03+00:00
543,Boletus edulis,"(58.5214706766, 50.3677838308)",2023-07-01 11:19:00+03:00
544,Boletus edulis,"(45.3981677361, -122.7889314377)",2023-11-14 14:19:01-08:00
545,Boletus edulis,"(40.8761362636, -124.05711156)",2023-11-14 10:18:16-08:00
546,Boletus edulis,"(52.189347, 10.749113)",2023-11-14 17:29:00+01:00
547,Boletus edulis,"(49.7863830657, 32.8920157524)",2023-11-14 21:36:00+02:00
548,Boletus edulis,"(45.5711600775, -122.5469337031)",2023-11-14 09:33:04-08:00
549,Boletus edulis,"(48.7929881052, 2.0979980752)",2023-11-14 16:49:00+01:00
550,Boletus edulis,"(48.2096506388, 16.2275034508)",2023-11-12 14:36:32+01:00
551,Boletus edulis,,2023-11-14 10:04:38+01:00
552,Boletus edulis,"(48.7929881052, 2.0979980752)",2023-11-14 16:22:00+01:00
553,Boletus edulis,"(48.7929881052, 2.0979980752)",2023-11-14 16:20:00+01:00
554,Boletus edulis,"(38.0711028333, -122.8701033333)",2023-11-13 12:37:24-08:00
555,Boletus edulis,"(43.2252486149, -5.935661272)",2023-11-14 12:51:00+01:00
556,Boletus edulis,"(50.4215862811, 3.4524364874)",2001-09-15 16:10:00+02:00
557,Boletus edulis,"(42.42540165, -8.65043614)",2023-11-14 11:13:26+01:00
558,Boletus edulis,"(51.7329740713, 0.5882467103)",2023-11-14 09:48:59+00:00
559,Boletus edulis,"(52.8378171344, 10.3406506221)",2022-09-13 10:55:00+02:00
560,Boletus edulis,"(40.7881045, -124.14832)",2023-11-13 16:43:48-08:00
561,Boletus edulis,"(38.5757521355, -122.9149958188)",2023-11-11 13:10:00-08:00
562,Boletus edulis,"(38.418114642, -122.9518797103)",2023-11-13 16:08:56-08:00
563,Boletus edulis,"(52.7753866667, 14.0162972167)",2023-11-13 15:03:39+01:00
564,Boletus edulis,"(44.0000528081, 0.0622660903)",2023-11-12 17:41:00+01:00
565,Boletus edulis,"(40.5325891225, -1.7388612445)",2023-11-11 16:58:00+01:00
566,Boletus edulis,"(43.0580520781, 11.0153492913)",2023-11-13 10:31:48+01:00
567,Boletus edulis,"(52.3348141057, 5.1512657145)",2023-11-10 09:18:10+01:00
568,Boletus edulis,"(41.0865983234, -124.0690162405)",2023-11-12 11:51:58-08:00
569,Boletus edulis,"(41.0631602041, -124.1427769884)",2023-11-12 11:46:47-08:00
570,Boletus edulis,"(46.2253583333, -123.9901777778)",2023-11-11 14:03:15-08:00
571,Boletus edulis,"(50.0854751955, 14.7004476562)",2023-11-12 14:00:59+01:00
572,Boletus edulis,"(48.21344, 16.1369016667)",2023-11-12 16:07:00+01:00
573,Boletus edulis,"(51.9041897886, 7.7443400545)",2023-11-12 15:57:00+01:00
574,Boletus edulis,"(49.374715, 2.8783166667)",2023-11-12 14:15:00+01:00
575,Boletus edulis,"(51.9069006537, 7.7426752719)",2023-11-12 14:05:00+01:00
576,Boletus edulis,"(43.9674268949, 10.4119273648)",2023-11-12 16:01:48+01:00
577,Boletus edulis,"(43.9633186976, 10.4708456326)",2023-11-12 15:06:36+01:00
578,Boletus edulis,"(48.274595, 16.2333583333)",2023-11-12 16:36:52+01:00
579,Boletus edulis,"(48.1122270591, 16.0590277612)",2023-11-12 11:44:10+01:00
580,Boletus edulis,"(48.113687021, 16.0543556884)",2023-11-12 11:42:03+01:00
581,Boletus edulis,"(47.8606282691, 2.1534233822)",2023-11-12 15:57:22+01:00
582,Boletus edulis,"(51.3575466667, -0.3814416667)",2023-11-12 11:51:17+00:00
583,Boletus edulis,"(43.0914128673, 1.1693592283)",2023-11-12 12:23:00+01:00
584,Boletus edulis,"(43.0917086337, 1.170901525)",2023-11-12 12:23:00+01:00
585,Boletus edulis,"(51.3221339274, 14.1361023914)",2023-11-12 11:49:20+01:00
586,Boletus edulis,"(51.9196509739, 0.7280103068)",2023-11-12 09:21:00+00:00
587,Boletus edulis,"(49.7896637215, 32.8850230476)",2023-11-07 09:11:00+02:00
588,Boletus edulis,"(46.0254945, -123.900855)",2023-10-15 17:05:55-07:00
589,Boletus edulis,"(40.8499547621, -124.0564709603)",2023-11-11 15:10:22-08:00
590,Boletus edulis,"(42.10512402, -124.34513244)",2023-11-05 08:15:57-08:00
591,Boletus edulis,"(52.7607283333, 9.6888033333)",2023-11-11 15:49:33+01:00
592,Boletus edulis,"(52.76028, 9.67187)",2023-11-11 14:55:40+01:00
